review_id,customer_id,product_id,rating,review_text,review_date
95,327,139,2.0,Packaging was good.,2025-04-23
96,988,15,4.3,Excellent product quality.,2024-08-11
97,41,407,4.0,Packaging was good.,2025-02-08
98,403,79,1.1,Fast delivery.,2025-11-13
99,144,24,3.6,Worth the price.,2024-09-19
100,944,56,2.9,Packaging was good.,2024-04-28
101,430,257,1.7,Satisfied with the purchase.,2025-07-16
102,194,379,1.8,Satisfied with the purchase.,2025-03-14
103,910,362,2.8,Highly recommended.,2025-03-11
104,711,13,4.1,Highly recommended.,2025-09-22
105,252,10,1.0,Highly recommended.,2024-07-26
106,94,414,2.0,Fast delivery.,2024-07-13
107,437,449,2.9,Very comfortable.,2024-02-04
108,736,92,3.7,Satisfied with the purchase.,2024-09-11
109,605,357,3.4,Highly recommended.,2024-02-11
110,479,20,1.8,Battery life is impressive.,2025-10-03
111,123,321,2.2,Fast delivery.,2025-06-04
112,48,499,3.2,Average quality.,2024-03-12
113,62,485,2.4,Highly recommended.,2025-04-26
114,471,241,2.7,Worth the price.,2024-01-12
115,127,302,4.8,Average quality.,2024-04-21
116,741,402,1.1,Highly recommended.,2025-09-03
117,955,458,2.0,Average quality.,2025-10-13
118,564,58,3.4,Worth the price.,2024-03-22
119,365,199,2.3,Worth the price.,2025-11-13
120,812,343,1.3,Packaging was good.,2025-07-21
121,118,173,4.0,Satisfied with the purchase.,2025-09-15
122,347,49,1.3,Fast delivery.,2024-11-10
123,60,249,4.0,Average quality.,2024-08-10
124,209,194,3.8,Packaging was good.,2025-03-01
125,16,137,3.1,Worth the price.,2025-08-29
126,23,214,3.0,Excellent product quality.,2025-10-11
127,364,176,2.7,Satisfied with the purchase.,2025-09-09
128,319,121,3.8,Battery life is impressive.,2025-04-22
129,631,291,2.1,Average quality.,2025-01-26
130,712,102,4.6,Highly recommended.,2024-06-26
131,824,300,3.0,Highly recommended.,2025-08-22
132,792,339,1.9,Packaging was good.,2025-07-26
133,657,44,3.9,Not as expected.,2024-08-04
134,183,424,3.3,Fast delivery.,2025-04-08
135,184,203,2.1,Average quality.,2025-09-02
136,324,190,2.7,Highly recommended.,2025-03-28
137,331,116,3.6,Battery life is impressive.,2025-06-22
138,97,393,4.4,Fast delivery.,2024-12-11
139,523,240,4.4,Satisfied with the purchase.,2024-11-16
140,46,458,4.0,Very comfortable.,2024-11-28
141,392,9,3.1,Fast delivery.,2025-11-17
142,240,397,4.3,Highly recommended.,2024-10-02
143,228,198,3.3,Excellent product quality.,2025-08-10
144,762,495,1.1,Fast delivery.,2025-07-17
145,10,239,4.4,Fast delivery.,2024-07-19
146,846,129,1.5,Battery life is impressive.,2024-06-15
147,856,126,2.7,Packaging was good.,2024-08-05
148,290,324,1.5,Battery life is impressive.,2025-06-09
149,506,50,4.5,Battery life is impressive.,2024-12-01
150,815,416,2.5,Worth the price.,2025-08-21
151,519,249,5.0,Average quality.,2025-06-30
152,547,249,4.3,Average quality.,2025-09-01
153,183,379,4.7,Very comfortable.,2024-12-13
154,872,269,3.6,Not as expected.,2025-08-31
155,617,459,3.7,Excellent product quality.,2024-11-10
156,823,351,2.5,Satisfied with the purchase.,2025-05-28
157,9,387,3.4,Battery life is impressive.,2025-11-27
158,167,255,2.5,Average quality.,2024-11-28
159,919,8,4.8,Worth the price.,2025-11-06
160,372,81,4.7,Packaging was good.,2024-06-29
161,958,149,3.3,Battery life is impressive.,2025-09-21
162,807,327,2.2,Excellent product quality.,2024-09-03
163,770,484,3.3,Satisfied with the purchase.,2024-02-19
164,699,103,4.8,Highly recommended.,2024-11-11
165,471,341,2.2,Fast delivery.,2024-10-25
166,790,148,4.5,Battery life is impressive.,2024-06-27
167,291,77,1.2,Fast delivery.,2025-11-06
168,424,27,2.2,Average quality.,2024-01-24
169,159,168,4.6,Worth the price.,2024-07-23
170,189,433,3.5,Satisfied with the purchase.,2025-02-10
171,336,134,2.8,Very comfortable.,2024-10-11
172,501,355,3.1,Not as expected.,2024-02-08
173,302,314,4.2,Fast delivery.,2025-03-03
174,998,233,3.4,Satisfied with the purchase.,2024-07-15
175,172,101,3.5,Excellent product quality.,2025-07-01
176,924,306,3.3,Excellent product quality.,2024-12-26
177,495,112,1.0,Average quality.,2025-10-26
178,678,263,3.1,Satisfied with the purchase.,2025-07-23
179,242,106,4.2,Excellent product quality.,2024-11-02
180,588,430,3.6,Excellent product quality.,2025-10-29
181,283,430,2.6,Not as expected.,2025-06-22
182,241,220,1.6,Worth the price.,2025-06-03
183,999,414,2.4,Very comfortable.,2024-11-13
184,209,166,1.9,Worth the price.,2025-10-21
185,796,478,1.3,Satisfied with the purchase.,2024-03-07
186,168,34,3.8,Very comfortable.,2024-11-05
187,45,144,4.2,Worth the price.,2024-12-08
188,581,42,1.2,Excellent product quality.,2024-08-09
189,874,170,1.8,Very comfortable.,2025-06-10
190,173,56,3.5,Excellent product quality.,2025-08-18
191,341,435,3.5,Worth the price.,2025-07-20
192,388,136,4.4,Battery life is impressive.,2025-06-23
193,364,341,4.9,Not as expected.,2025-04-26
194,415,334,3.8,Battery life is impressive.,2025-11-24
195,855,340,4.4,Battery life is impressive.,2025-05-20
196,693,479,3.5,Very comfortable.,2024-07-20
197,232,271,3.7,Very comfortable.,2025-08-27
198,629,464,4.7,Excellent product quality.,2024-10-18
199,912,202,3.9,Average quality.,2024-01-04
200,669,84,4.0,Excellent product quality.,2025-02-16
201,370,21,3.9,Very comfortable.,2024-10-23
202,538,333,4.4,Highly recommended.,2024-07-25
203,512,13,1.6,Highly recommended.,2025-10-12
204,492,424,2.0,Average quality.,2024-01-14
205,636,30,3.0,Highly recommended.,2024-05-07
206,2,421,2.5,Not as expected.,2025-06-02
207,266,177,4.1,Excellent product quality.,2024-12-23
208,885,52,1.1,Average quality.,2024-01-21
209,802,363,1.8,Worth the price.,2024-09-02
210,441,387,1.6,Not as expected.,2024-10-29
211,939,173,2.8,Fast delivery.,2024-03-25
212,245,298,5.0,Packaging was good.,2025-03-22
213,808,29,3.2,Battery life is impressive.,2025-02-23
214,581,60,1.6,Excellent product quality.,2025-02-17
215,331,137,3.2,Satisfied with the purchase.,2025-07-20
216,583,27,4.3,Very comfortable.,2024-03-10
217,857,61,1.3,Excellent product quality.,2024-05-09
218,717,231,2.4,Packaging was good.,2024-03-25
219,37,317,1.8,Excellent product quality.,2025-02-23
220,399,295,3.4,Packaging was good.,2024-02-07
221,723,21,1.5,Highly recommended.,2024-05-31
222,400,146,4.9,Highly recommended.,2024-11-30
223,850,353,3.7,Fast delivery.,2024-05-07
224,584,377,3.6,Very comfortable.,2024-04-01
225,122,385,3.4,Not as expected.,2025-10-27
226,963,479,4.8,Not as expected.,2024-06-03
227,603,413,1.7,Excellent product quality.,2024-12-12
228,874,354,2.3,Fast delivery.,2024-06-26
229,590,198,4.3,Very comfortable.,2025-10-09
230,534,428,4.9,Very comfortable.,2024-01-19
231,275,256,4.3,Worth the price.,2025-10-10
232,596,106,2.0,Worth the price.,2025-03-23
233,324,229,3.3,Packaging was good.,2024-08-13
234,190,11,3.5,Fast delivery.,2024-02-08
235,610,214,4.2,Not as expected.,2024-09-24
236,192,90,4.2,Satisfied with the purchase.,2024-05-25
237,853,453,4.6,Average quality.,2025-02-21
238,50,244,3.8,Packaging was good.,2024-12-20
239,814,106,3.6,Battery life is impressive.,2025-08-10
240,231,244,1.9,Satisfied with the purchase.,2024-10-27
241,359,481,3.1,Excellent product quality.,2025-04-08
242,493,34,2.2,Satisfied with the purchase.,2024-01-06
243,503,230,3.9,Fast delivery.,2025-01-16
244,397,224,4.5,Excellent product quality.,2024-04-18
245,431,55,1.1,Satisfied with the purchase.,2025-10-16
246,693,278,4.2,Highly recommended.,2025-11-16
247,883,14,1.1,Worth the price.,2025-11-05
248,890,57,4.9,Very comfortable.,2025-11-02
249,865,473,2.0,Highly recommended.,2025-05-20
250,955,26,2.3,Fast delivery.,2025-02-20
251,532,285,2.4,Packaging was good.,2025-05-08
252,385,310,2.7,Very comfortable.,2024-10-24
253,802,152,3.5,Fast delivery.,2024-07-25
254,988,63,3.3,Fast delivery.,2025-05-26
255,565,408,4.4,Not as expected.,2024-12-01
256,222,92,2.4,Fast delivery.,2024-12-19
257,285,220,1.1,Average quality.,2025-03-02
258,306,32,3.0,Battery life is impressive.,2024-08-04
259,369,217,1.3,Average quality.,2025-02-24
260,981,390,3.0,Worth the price.,2025-11-06
261,601,310,3.8,Satisfied with the purchase.,2024-01-01
262,139,68,1.7,Satisfied with the purchase.,2025-02-05
263,487,15,1.1,Packaging was good.,2024-12-27
264,823,112,3.8,Highly recommended.,2024-03-18
265,854,249,2.3,Average quality.,2024-10-03
266,703,211,4.8,Fast delivery.,2025-03-12
267,815,214,4.7,Very comfortable.,2025-08-30
268,237,151,3.1,Battery life is impressive.,2025-11-05
269,58,327,3.0,Highly recommended.,2025-09-22
270,444,44,4.0,Excellent product quality.,2024-09-24
271,561,29,4.6,Fast delivery.,2024-09-27
272,716,211,3.8,Excellent product quality.,2024-05-07
273,235,96,1.8,Very comfortable.,2024-08-13
274,187,234,3.0,Average quality.,2024-04-02
275,986,248,4.3,Fast delivery.,2024-10-29
276,519,192,4.2,Average quality.,2024-06-14
277,4,195,3.7,Packaging was good.,2025-09-06
278,775,250,4.5,Very comfortable.,2025-06-03
279,484,282,2.1,Packaging was good.,2025-04-08
280,879,481,4.8,Battery life is impressive.,2025-02-02
281,157,34,2.2,Highly recommended.,2024-10-27
282,556,305,3.9,Fast delivery.,2025-03-29
283,636,381,4.4,Not as expected.,2025-05-17
284,510,376,1.0,Battery life is impressive.,2025-03-05
285,840,140,2.2,Very comfortable.,2024-03-24
286,452,169,2.9,Satisfied with the purchase.,2024-12-08
287,939,260,1.8,Fast delivery.,2024-06-04
288,566,58,1.3,Worth the price.,2024-05-30
289,478,307,2.2,Excellent product quality.,2025-02-04
290,989,150,2.3,Average quality.,2024-03-19
291,365,247,1.6,Packaging was good.,2024-06-30
292,145,417,1.4,Highly recommended.,2024-04-05
293,903,378,1.8,Satisfied with the purchase.,2024-12-15
294,194,380,2.1,Highly recommended.,2025-01-09
295,21,199,2.0,Average quality.,2025-11-13
296,990,234,3.9,Excellent product quality.,2025-05-14
297,9,463,3.1,Packaging was good.,2024-09-03
298,499,139,4.9,Very comfortable.,2024-06-29
299,469,384,4.1,Excellent product quality.,2025-03-18
300,518,321,4.4,Highly recommended.,2025-06-05
301,63,117,2.0,Fast delivery.,2025-11-29
302,623,357,4.2,Satisfied with the purchase.,2025-02-23
303,38,251,3.7,Fast delivery.,2024-01-11
304,859,395,1.8,Fast delivery.,2024-12-30
305,515,44,2.9,Worth the price.,2024-06-28
306,544,200,2.5,Satisfied with the purchase.,2025-08-03
307,998,428,1.1,Not as expected.,2024-12-09
308,634,201,4.8,Worth the price.,2025-09-18
309,655,469,1.0,Battery life is impressive.,2025-03-01
310,137,283,1.7,Average quality.,2024-02-25
311,561,145,4.0,Battery life is impressive.,2024-06-06
312,196,493,4.1,Fast delivery.,2024-11-27
313,918,491,4.6,Battery life is impressive.,2025-08-25
314,577,490,1.8,Packaging was good.,2025-01-17
315,746,495,3.9,Highly recommended.,2025-02-09
316,450,435,4.4,Battery life is impressive.,2024-03-26
317,521,86,2.4,Worth the price.,2025-08-29
318,124,181,3.4,Excellent product quality.,2024-09-26
319,190,49,1.4,Highly recommended.,2024-05-05
320,132,133,4.9,Excellent product quality.,2024-04-10
321,867,75,2.2,Packaging was good.,2025-09-13
322,106,15,1.6,Excellent product quality.,2025-02-16
323,205,266,4.0,Average quality.,2025-07-07
324,376,303,3.8,Worth the price.,2025-09-01
325,909,150,3.0,Very comfortable.,2024-08-12
326,522,474,4.0,Battery life is impressive.,2025-01-25
327,396,485,5.0,Worth the price.,2024-02-22
328,538,366,3.5,Very comfortable.,2024-07-16
329,226,105,4.7,Highly recommended.,2025-06-15
330,634,11,4.9,Worth the price.,2024-04-04
331,952,288,2.3,Highly recommended.,2024-10-05
332,42,230,4.6,Battery life is impressive.,2025-04-06
333,581,41,3.2,Fast delivery.,2025-09-19
334,354,238,3.6,Highly recommended.,2025-04-12
335,56,219,1.4,Fast delivery.,2024-07-29
336,779,277,4.1,Average quality.,2024-02-24
337,197,310,4.9,Packaging was good.,2025-07-14
338,473,426,2.5,Average quality.,2025-11-15
339,561,243,1.0,Satisfied with the purchase.,2024-02-05
340,850,214,2.1,Battery life is impressive.,2024-03-24
341,621,307,2.6,Very comfortable.,2024-09-15
342,189,420,1.9,Not as expected.,2024-03-16
343,86,425,1.2,Not as expected.,2025-06-29
344,631,365,4.2,Not as expected.,2025-03-20
345,753,403,2.7,Very comfortable.,2024-01-29
346,878,216,1.1,Satisfied with the purchase.,2024-11-12
347,588,425,4.0,Not as expected.,2025-02-28
348,315,60,1.9,Battery life is impressive.,2024-07-19
349,898,393,4.8,Satisfied with the purchase.,2024-04-20
350,933,266,4.5,Worth the price.,2025-11-18
351,932,434,1.2,Packaging was good.,2024-07-30
352,775,49,1.6,Average quality.,2024-01-31
353,915,52,3.8,Average quality.,2024-09-21
354,582,236,3.7,Battery life is impressive.,2024-07-10
355,394,203,2.2,Fast delivery.,2025-08-12
356,382,410,3.6,Average quality.,2024-07-19
357,559,240,3.8,Fast delivery.,2025-03-06
358,139,100,1.2,Worth the price.,2025-03-08
359,392,315,2.1,Packaging was good.,2025-01-02
360,49,80,4.2,Satisfied with the purchase.,2024-12-05
361,200,288,4.2,Fast delivery.,2024-05-28
362,984,418,5.0,Packaging was good.,2024-06-23
363,384,48,2.7,Not as expected.,2024-11-21
364,474,40,3.1,Very comfortable.,2024-03-31
365,822,479,1.9,Worth the price.,2025-11-21
366,65,190,3.2,Fast delivery.,2024-06-13
367,828,100,1.6,Satisfied with the purchase.,2024-09-19
368,176,114,3.7,Packaging was good.,2025-07-30
369,18,128,1.0,Battery life is impressive.,2024-04-16
370,46,227,4.9,Worth the price.,2024-07-11
371,401,260,3.9,Fast delivery.,2025-08-01
372,967,194,4.3,Not as expected.,2024-09-16
373,125,354,1.4,Worth the price.,2024-12-17
374,773,354,4.0,Excellent product quality.,2024-01-09
375,752,370,3.7,Highly recommended.,2025-03-06
376,795,267,4.7,Highly recommended.,2025-09-18
377,142,313,3.7,Worth the price.,2024-07-16
378,814,376,3.7,Fast delivery.,2025-09-19
379,969,13,1.7,Not as expected.,2025-07-04
380,627,403,3.2,Average quality.,2025-08-07
381,134,61,1.3,Highly recommended.,2024-12-15
382,630,451,4.1,Not as expected.,2024-04-04
383,522,429,4.2,Average quality.,2025-04-07
384,795,119,1.4,Packaging was good.,2025-07-29
385,565,353,1.0,Not as expected.,2024-05-19
386,417,242,4.6,Worth the price.,2024-12-24
387,677,330,2.8,Fast delivery.,2025-01-20
388,180,453,4.2,Battery life is impressive.,2024-01-08
389,144,351,3.2,Not as expected.,2024-09-28
390,41,181,4.2,Satisfied with the purchase.,2025-07-20
391,435,167,2.1,Not as expected.,2024-09-16
392,291,425,3.1,Battery life is impressive.,2025-07-01
393,656,236,3.6,Not as expected.,2025-01-05
394,175,415,2.8,Excellent product quality.,2024-03-04
395,876,8,1.6,Packaging was good.,2025-05-09
396,936,271,1.5,Excellent product quality.,2025-06-22
397,684,363,2.9,Battery life is impressive.,2025-06-06
398,350,14,3.4,Excellent product quality.,2024-01-25
399,823,228,3.2,Very comfortable.,2025-04-13
400,897,413,3.9,Very comfortable.,2025-09-14
401,364,400,3.0,Excellent product quality.,2024-06-18
402,523,432,4.2,Satisfied with the purchase.,2024-10-06
403,666,458,1.2,Worth the price.,2024-05-17
404,529,90,3.2,Average quality.,2024-10-29
405,945,146,1.3,Worth the price.,2025-11-08
406,509,54,2.9,Worth the price.,2024-03-13
407,324,336,3.1,Average quality.,2024-08-13
408,620,490,3.0,Battery life is impressive.,2025-09-24
409,806,395,4.5,Satisfied with the purchase.,2024-01-08
410,368,462,2.4,Satisfied with the purchase.,2024-01-12
411,258,223,4.7,Excellent product quality.,2024-10-17
412,321,54,1.6,Not as expected.,2024-10-07
413,358,424,4.8,Worth the price.,2025-04-01
414,526,409,3.3,Fast delivery.,2024-11-11
415,651,433,2.6,Satisfied with the purchase.,2025-03-02
416,387,337,1.9,Worth the price.,2025-09-11
417,982,140,4.0,Average quality.,2025-01-14
418,792,440,2.8,Worth the price.,2025-05-29
419,702,125,1.8,Fast delivery.,2024-11-13
420,609,110,4.0,Highly recommended.,2025-06-20
421,21,334,4.0,Highly recommended.,2024-01-16
422,158,83,3.6,Highly recommended.,2024-03-11
423,740,475,2.0,Fast delivery.,2025-11-16
424,481,323,2.2,Not as expected.,2024-03-16
425,196,403,3.6,Packaging was good.,2025-05-22
426,124,415,3.3,Very comfortable.,2024-06-20
427,93,3,1.3,Very comfortable.,2024-06-10
428,378,354,2.0,Packaging was good.,2024-08-19
429,412,338,3.1,Packaging was good.,2024-11-13
430,732,291,4.9,Very comfortable.,2025-01-12
431,113,361,1.5,Fast delivery.,2025-02-21
432,775,234,2.6,Worth the price.,2025-06-22
433,186,285,2.5,Highly recommended.,2025-10-14
434,898,129,4.8,Average quality.,2025-01-15
435,486,113,4.4,Worth the price.,2025-02-01
436,177,178,3.5,Worth the price.,2025-02-28
437,620,112,4.1,Battery life is impressive.,2024-12-02
438,768,13,4.0,Packaging was good.,2025-02-28
439,435,27,3.5,Very comfortable.,2024-07-19
440,124,26,2.3,Not as expected.,2025-07-27
441,899,102,3.5,Average quality.,2025-02-18
442,32,139,2.8,Satisfied with the purchase.,2025-04-30
443,891,46,4.8,Highly recommended.,2025-08-02
444,112,381,4.9,Highly recommended.,2024-01-13
445,979,260,4.3,Not as expected.,2025-06-28
446,830,165,2.1,Packaging was good.,2024-06-06
447,104,171,4.5,Highly recommended.,2024-11-30
448,958,16,1.5,Very comfortable.,2024-08-28
449,644,382,4.4,Not as expected.,2024-12-21
450,718,477,1.5,Worth the price.,2025-12-01
451,305,25,4.4,Highly recommended.,2024-08-10
452,772,348,1.5,Worth the price.,2025-04-11
453,628,413,3.2,Worth the price.,2024-08-16
454,1,15,2.4,Packaging was good.,2025-10-06
455,530,257,4.8,Fast delivery.,2025-09-06
456,197,289,2.5,Packaging was good.,2025-07-06
457,575,466,1.5,Highly recommended.,2025-04-29
458,444,494,4.3,Battery life is impressive.,2024-08-11
459,801,297,1.9,Worth the price.,2024-05-23
460,614,306,1.6,Average quality.,2024-04-20
461,49,477,4.5,Satisfied with the purchase.,2025-02-25
462,153,279,1.3,Fast delivery.,2024-03-11
463,153,169,4.6,Fast delivery.,2025-03-05
464,525,443,2.2,Worth the price.,2024-12-20
465,375,315,1.1,Very comfortable.,2025-04-05
466,197,104,3.4,Satisfied with the purchase.,2025-03-15
467,622,77,1.5,Highly recommended.,2024-09-05
468,709,408,4.2,Not as expected.,2024-05-17
469,732,236,1.9,Worth the price.,2024-12-01
470,209,67,4.6,Battery life is impressive.,2024-01-14
471,403,189,4.5,Not as expected.,2025-03-08
472,186,213,2.5,Very comfortable.,2025-04-11
473,16,44,2.9,Packaging was good.,2024-01-16
474,640,368,3.5,Worth the price.,2025-09-19
475,388,60,1.9,Excellent product quality.,2025-01-21
476,106,442,1.2,Satisfied with the purchase.,2024-02-06
477,630,265,1.8,Fast delivery.,2024-09-07
478,181,374,4.5,Not as expected.,2024-11-02
479,157,241,1.5,Worth the price.,2025-02-08
480,267,266,3.7,Satisfied with the purchase.,2024-09-25
481,504,223,3.4,Worth the price.,2025-07-26
482,258,385,4.5,Satisfied with the purchase.,2025-07-31
483,906,199,2.3,Excellent product quality.,2024-08-17
484,85,499,4.5,Worth the price.,2025-04-26
485,69,287,4.7,Highly recommended.,2024-03-31
486,481,146,2.1,Satisfied with the purchase.,2025-06-27
487,594,449,4.2,Excellent product quality.,2025-10-22
488,960,239,4.4,Worth the price.,2025-04-10
489,407,113,3.8,Average quality.,2024-12-23
490,709,437,2.6,Satisfied with the purchase.,2024-08-24
491,632,458,1.8,Worth the price.,2024-06-08
492,317,442,1.9,Battery life is impressive.,2024-03-10
493,113,353,1.5,Worth the price.,2024-11-11
494,723,90,1.2,Not as expected.,2024-11-13
495,73,128,2.3,Very comfortable.,2024-04-08
496,573,226,4.7,Very comfortable.,2025-06-06
497,552,140,4.2,Average quality.,2025-01-07
498,619,147,1.1,Battery life is impressive.,2025-05-01
499,328,34,4.4,Satisfied with the purchase.,2024-07-08
500,986,309,1.6,Very comfortable.,2024-09-06
501,13,406,4.7,Highly recommended.,2025-01-22
502,115,396,1.4,Average quality.,2025-05-05
503,659,255,1.7,Not as expected.,2024-09-20
504,279,78,3.6,Battery life is impressive.,2024-03-08
505,833,378,2.3,Highly recommended.,2025-11-23
506,307,88,2.9,Worth the price.,2025-01-04
507,464,314,3.2,Average quality.,2024-06-16
508,986,248,4.9,Packaging was good.,2024-06-19
509,210,58,2.4,Average quality.,2024-02-27
510,303,477,2.4,Satisfied with the purchase.,2024-05-06
511,103,26,4.2,Worth the price.,2025-09-27
512,174,417,4.6,Fast delivery.,2025-03-12
513,197,181,4.1,Battery life is impressive.,2024-01-09
514,801,150,1.4,Worth the price.,2025-11-19
515,345,431,3.9,Packaging was good.,2025-11-15
516,968,327,4.0,Highly recommended.,2024-03-25
517,541,282,2.6,Battery life is impressive.,2024-09-08
518,420,4,2.5,Very comfortable.,2024-03-04
519,426,263,2.8,Battery life is impressive.,2024-07-19
520,626,63,1.8,Average quality.,2024-06-07
521,812,112,2.4,Fast delivery.,2024-02-21
522,41,163,3.9,Average quality.,2025-04-18
523,61,465,3.0,Not as expected.,2025-09-05
524,473,213,2.3,Not as expected.,2025-10-06
525,332,177,2.9,Highly recommended.,2024-08-25
526,923,367,1.6,Not as expected.,2025-10-24
527,185,406,1.5,Average quality.,2024-02-17
528,286,27,3.2,Satisfied with the purchase.,2024-09-11
529,461,446,1.0,Satisfied with the purchase.,2024-10-12
530,251,445,4.0,Packaging was good.,2025-01-29
531,78,127,3.4,Fast delivery.,2025-01-03
532,99,92,1.4,Satisfied with the purchase.,2024-09-19
533,227,88,2.7,Not as expected.,2024-02-13
534,895,261,4.6,Satisfied with the purchase.,2025-06-28
535,851,325,4.9,Battery life is impressive.,2025-05-05
536,493,100,4.6,Satisfied with the purchase.,2024-03-09
537,230,395,5.0,Worth the price.,2024-05-17
538,975,270,2.2,Excellent product quality.,2024-09-19
539,416,185,1.0,Satisfied with the purchase.,2025-06-15
540,486,359,4.2,Satisfied with the purchase.,2025-08-15
541,26,382,1.7,Very comfortable.,2024-09-21
542,401,376,3.3,Fast delivery.,2024-02-06
543,154,236,3.2,Worth the price.,2024-09-25
544,814,215,3.8,Satisfied with the purchase.,2025-08-04
545,657,414,1.3,Battery life is impressive.,2025-04-20
546,880,331,4.2,Not as expected.,2025-05-18
547,186,87,1.6,Excellent product quality.,2024-02-25
548,443,278,1.4,Very comfortable.,2025-09-20
549,708,323,2.6,Excellent product quality.,2024-09-24
550,912,410,3.3,Worth the price.,2024-02-09
551,790,369,2.7,Worth the price.,2025-10-20
