order_item_id,order_id,product_id,quantity,unit_price,discount
126,1758,144,5,60069.13,15
127,3061,71,2,3823.77,20
128,3956,112,3,26016.35,0
129,3058,368,2,25751.12,15
130,538,393,3,81023.72,0
131,3693,455,1,65268.28,0
132,4565,377,1,58640.2,20
133,4692,103,4,58618.54,20
134,1181,389,1,2634.21,0
135,749,162,4,48968.16,20
136,1284,67,1,27215.71,10
137,4104,30,1,36819.51,10
138,264,252,5,49873.71,15
139,3823,225,5,84719.05,15
140,3728,42,3,1461.22,15
141,3111,422,1,97385.12,10
142,4750,402,4,9952.51,15
143,3818,481,2,7429.53,20
144,120,384,3,30562.98,10
145,3490,211,5,64885.72,0
146,3286,26,2,48062.72,5
147,4683,56,3,25297.51,0
148,4835,113,4,30295.88,0
149,1451,378,3,21042.98,0
150,3704,23,3,19153.68,15
151,2066,68,5,94259.58,0
152,1243,441,2,86134.08,0
153,216,123,4,90517.56,5
154,1172,121,5,17990.91,15
155,208,69,2,88945.83,10
156,1292,271,1,87085.57,0
157,4737,352,4,73006.04,5
158,2954,80,4,83509.79,5
159,2472,284,2,68179.19,10
160,1501,414,4,64262.94,15
161,4890,278,4,1600.83,20
162,4933,138,2,40767.31,5
163,1255,471,2,8484.06,5
164,4528,465,5,64622.36,0
165,2372,135,4,48714.8,0
166,3865,295,5,6766.8,10
167,960,28,1,57416.51,0
168,906,224,4,63003.32,15
169,3003,483,4,51145.71,0
170,3813,401,2,46238.09,5
171,2871,41,3,48090.65,15
172,2201,350,5,30069.42,0
173,913,329,2,94590.3,20
174,4966,295,3,31341.54,10
175,2543,240,3,28257.76,5
176,2330,427,4,70699.07,20
177,4129,308,3,45117.21,20
178,1241,492,1,40964.75,20
179,2335,363,2,99021.78,20
180,3253,472,4,11993.08,20
181,4084,375,5,75231.49,0
182,2926,464,5,57829.06,15
183,4072,369,1,10118.75,20
184,833,24,1,12298.55,15
185,1916,53,1,42820.17,5
186,4609,236,4,85365.73,0
187,1936,288,4,40599.6,20
188,660,267,1,75304.8,0
189,963,147,1,21758.84,0
190,1670,64,2,663.66,15
191,2877,348,3,38451.17,20
192,2999,174,4,63098.22,15
193,4677,193,5,69986.95,15
194,3756,375,2,72512.13,10
195,111,397,4,20548.28,20
196,1264,303,2,70239.41,5
197,2666,287,1,63849.6,5
198,2877,22,3,88870.04,15
199,4415,134,1,6351.4,20
200,4240,254,3,73565.01,5
201,1823,308,2,37084.25,20
202,4100,307,2,47505.02,0
203,1664,261,5,23391.34,10
204,1084,217,1,95206.8,0
205,2359,250,1,25334.11,20
206,2274,106,4,98872.45,15
207,46,86,5,18664.15,5
208,4803,276,3,70084.67,0
209,2715,260,3,42607.34,10
210,286,59,3,4225.35,15
211,3575,1,3,88613.69,15
212,762,237,2,11622.34,15
213,3340,174,2,70140.33,0
214,4238,404,2,34758.84,10
215,1065,470,3,59951.46,0
216,4933,318,2,88805.29,0
217,3669,104,2,71472.37,5
218,3139,142,4,39466.41,15
219,2441,396,1,81656.8,0
220,1885,93,2,78298.33,10
221,1162,237,3,70798.94,5
222,4531,345,3,72733.66,15
223,3030,217,5,60966.93,15
224,3621,391,4,92357.51,20
225,3298,70,1,3063.91,10
226,1233,45,4,39539.72,5
227,2989,398,1,44184.79,20
228,4345,350,1,23710.15,0
229,3897,357,2,2686.63,5
230,2262,464,4,72203.58,10
231,1121,397,4,64591.22,0
232,1304,139,1,2718.07,20
233,4293,146,5,71671.14,20
234,1302,240,1,58763.5,10
235,2552,151,3,23092.6,15
236,1910,302,3,66750.29,10
237,2158,457,1,48590.57,0
238,4544,411,5,55264.72,0
239,771,117,2,24212.08,5
240,664,436,4,73693.64,0
241,4826,411,3,14638.87,20
242,1492,252,3,35353.73,0
243,4654,383,3,86506.88,0
244,4944,300,3,37221.14,5
245,4347,236,1,69136.26,15
246,4678,43,3,9044.0,10
247,4360,426,2,53551.62,0
248,1655,333,2,46110.08,0
249,217,12,1,82136.1,0
250,385,427,5,17709.45,0
251,3140,481,1,96465.6,0
252,415,226,2,75429.56,5
253,316,74,3,1976.16,0
254,4496,475,5,28805.63,15
255,730,226,5,86053.04,10
256,2592,388,2,11396.35,10
257,1502,468,1,17194.53,20
258,2355,297,2,53960.79,0
259,3607,286,2,22402.5,5
260,2515,161,2,85486.66,15
261,3891,248,2,43612.98,15
262,2520,462,1,43263.88,20
263,310,49,2,53956.08,5
264,4964,213,4,38824.48,15
265,437,241,5,61220.44,20
266,3476,114,3,69369.31,5
267,3006,471,5,66130.12,20
268,3000,20,1,11738.89,15
269,4196,224,5,23755.88,20
270,119,291,5,15196.75,5
271,1406,484,3,64101.23,10
272,812,93,5,31676.74,0
273,3252,391,3,23603.1,20
274,253,294,2,11943.57,5
275,919,487,1,9613.17,10
276,4284,118,2,3182.0,10
277,4022,315,1,22414.06,20
278,3749,452,4,74701.07,10
279,3049,327,3,1963.15,20
280,4534,212,4,28627.92,15
281,634,498,1,82867.85,5
282,997,314,2,22069.04,0
283,2689,336,1,79135.69,15
284,1656,493,3,50597.94,10
285,3780,50,1,5397.98,20
286,3312,452,3,20995.76,20
287,4849,324,2,80700.06,5
288,3065,434,3,81195.14,20
289,243,230,3,48282.57,20
290,4648,28,1,77501.66,0
291,1351,136,5,93853.29,0
292,4582,57,4,36881.87,5
293,1957,70,2,84037.13,15
294,2363,198,3,27852.11,20
295,2631,438,2,96993.34,10
296,3946,464,5,713.42,10
297,1758,315,2,92281.78,20
298,4832,394,5,27099.31,5
299,59,83,4,76101.43,10
300,3760,397,4,20063.49,10
301,3894,346,1,22233.64,10
302,2391,442,3,6121.17,5
303,1120,317,2,55504.1,5
304,2105,355,2,62194.21,0
305,1521,365,5,96104.78,5
306,4243,111,2,37217.68,5
307,3788,36,4,84284.37,10
308,2911,84,3,72281.28,5
309,3799,91,3,70316.78,0
310,651,336,4,24863.82,0
311,4950,402,3,7830.89,5
312,3588,191,5,90614.2,20
313,4139,211,1,58836.24,0
314,237,44,4,82411.1,20
315,697,457,1,2886.92,15
316,215,190,1,47220.75,0
317,2392,308,5,63549.67,0
318,147,474,1,46443.84,5
319,2970,92,3,66899.25,15
320,1616,295,5,77290.65,10
321,3586,24,5,81508.87,0
322,3009,9,4,2188.66,15
323,3376,442,2,52901.26,0
324,3158,54,1,31981.85,20
325,3383,236,2,96540.59,0
326,4911,152,1,63036.38,20
327,2291,236,1,19286.75,10
328,976,95,5,61425.29,15
329,1924,375,4,88012.42,10
330,3121,447,1,89913.25,15
331,1418,249,1,98674.69,5
332,1884,349,2,61001.27,10
333,1124,442,4,91446.56,0
334,665,353,5,6407.2,20
335,4396,229,4,4664.07,15
336,3491,224,5,64534.72,5
337,1655,161,1,76174.61,15
338,4704,281,5,53553.35,15
339,4008,351,4,55649.26,20
340,3695,278,2,98140.97,15
341,1209,265,1,14814.17,20
342,24,379,3,6309.51,10
343,2383,114,1,46081.93,0
344,25,145,5,86478.2,5
345,2907,380,1,15017.59,20
346,1975,137,2,701.9,5
347,3305,204,1,77093.86,10
348,67,186,2,19687.64,0
349,678,206,3,28475.44,0
350,2896,312,5,99946.95,15
351,2454,3,2,81688.0,5
352,1602,402,3,17073.39,10
353,3625,279,3,98850.25,15
354,401,459,1,64205.09,10
355,4104,365,2,1607.14,5
356,436,44,5,40985.7,5
357,1456,54,4,86177.46,5
358,1380,479,1,44943.33,20
359,2938,48,5,91640.32,0
360,3363,342,3,76779.45,5
361,629,65,2,86169.13,5
362,382,267,2,45311.59,0
363,3853,462,1,76760.87,5
364,1582,200,4,64947.37,20
365,1011,124,3,48558.83,0
366,4673,70,1,38364.29,15
367,2270,338,5,36381.27,15
368,4054,122,4,50463.04,15
369,3186,429,3,18544.24,15
370,2046,287,1,85722.35,10
371,4495,111,2,87199.19,20
372,328,384,4,50999.74,15
373,1219,316,3,15905.13,5
374,1879,333,4,44889.52,20
375,3668,103,5,65259.26,0
376,1364,25,5,63607.66,5
377,3374,184,5,11243.0,10
378,3051,93,5,83759.82,20
379,165,120,2,83561.03,15
380,4834,343,2,5343.01,15
381,1539,8,4,84469.91,15
382,930,344,4,33843.57,20
383,4952,23,1,93930.7,15
384,1501,231,1,17455.31,0
385,3531,347,4,16489.58,0
386,4355,53,4,65370.13,10
387,2521,385,3,79279.75,20
388,89,468,2,38970.62,20
389,1338,479,5,81954.51,0
390,3361,399,3,68399.68,10
391,3275,318,4,94053.68,0
392,266,379,3,27242.98,15
393,3253,26,1,91595.68,20
394,3384,406,3,80856.1,10
395,4866,89,1,78555.49,5
396,352,325,1,57719.33,10
397,4721,121,4,80628.37,15
398,3050,37,1,54526.33,15
399,485,286,2,71434.8,5
400,1686,144,4,94038.15,5
401,4428,368,4,28388.71,10
402,630,418,2,29907.09,15
403,1165,233,2,63993.35,10
404,358,302,4,27441.92,20
405,1293,368,4,32731.34,15
406,3810,21,5,25024.07,10
407,3863,3,2,54938.1,15
408,3320,472,3,91130.03,15
409,549,384,2,15803.18,15
410,411,430,5,26311.01,0
411,839,473,4,12886.8,20
412,4520,79,4,76016.76,0
413,1577,106,2,87038.03,5
414,3805,220,1,93574.7,15
415,4814,303,1,73287.47,20
416,3450,390,1,27755.58,15
417,2125,277,3,46419.99,5
418,4557,259,4,38074.23,20
419,2378,136,4,81653.29,5
420,25,325,1,20882.0,5
421,389,284,4,61630.63,10
422,487,141,3,52242.25,5
423,3436,213,1,6215.32,20
424,383,241,3,21935.28,15
425,1076,216,4,733.82,20
426,3993,379,2,86529.47,5
427,3611,462,5,76975.85,0
428,3823,233,1,57337.36,5
429,4979,471,5,70072.22,15
430,1172,420,1,78266.12,0
431,2464,420,1,80160.83,10
432,3830,193,3,8658.64,0
433,683,19,5,48466.8,0
434,3407,154,1,53668.51,20
435,4540,191,4,456.93,0
436,828,307,2,70641.87,10
437,369,293,1,90019.42,10
438,406,217,4,29946.08,0
439,3273,308,4,33061.98,20
440,922,442,4,75634.47,10
441,3749,164,2,51126.22,10
442,4938,78,5,45462.02,15
443,4468,130,5,76984.37,0
444,3503,368,5,22813.65,20
445,2113,247,3,7745.8,20
446,515,450,1,43904.85,5
447,2595,369,1,3918.21,0
448,3660,385,4,79408.69,10
449,2286,213,3,55394.46,10
450,1531,93,3,22961.42,15
451,2122,357,4,22929.17,5
452,1955,386,1,69344.74,0
453,2705,190,4,47371.33,10
454,2974,30,3,80852.26,20
455,4831,25,2,4370.75,20
456,3222,33,4,73529.61,20
457,912,290,3,80592.44,5
458,769,365,4,65868.56,0
459,4209,39,4,72159.73,10
460,951,6,3,30447.08,0
461,2431,467,5,8184.52,15
462,2502,440,4,92030.07,20
463,263,96,4,90772.86,20
464,3473,152,2,48802.31,20
465,1671,401,1,97851.83,15
466,4972,177,1,52981.47,15
467,4379,433,5,23818.32,0
468,4133,419,4,47855.53,20
469,2487,213,1,91536.22,20
470,3116,478,5,642.67,5
471,3592,188,4,50149.88,5
472,2239,156,2,23045.78,15
473,3785,158,3,11644.21,5
474,2378,309,3,5607.83,15
475,3239,169,3,40648.09,5
476,3160,460,5,86098.03,15
477,2217,305,4,84160.34,10
478,3365,407,5,98859.16,10
479,134,197,3,74363.18,10
480,1481,436,3,46305.36,20
481,1102,55,1,32471.18,0
482,2032,147,1,16250.38,10
483,4096,476,4,73167.71,10
484,3552,309,1,37728.89,15
485,1215,483,4,94851.34,20
486,4535,103,4,17655.36,5
487,4999,292,4,65609.9,15
488,3247,50,3,28341.45,5
489,3568,215,5,49949.72,15
490,2606,4,5,31178.35,20
491,1869,32,1,12065.57,5
492,1919,14,5,24081.14,5
493,1636,417,1,7271.08,20
494,1865,311,1,78225.52,20
495,2936,424,2,23080.55,0
496,2875,18,1,75782.32,5
497,1542,282,1,96634.6,20
498,3060,489,2,49549.98,15
499,1347,143,4,73264.83,20
500,2132,236,4,63574.94,0
501,1750,8,3,99856.88,10
502,8,304,3,99520.82,15
503,4190,374,4,3157.82,15
504,4146,398,4,79636.65,0
505,987,493,5,38583.18,15
506,1403,360,1,66307.07,15
507,4833,31,1,39599.37,20
508,4168,473,1,517.07,0
509,4775,443,3,94781.81,15
510,3819,173,2,41334.33,0
511,2077,491,1,11953.34,10
512,1345,268,4,43806.11,10
513,1698,268,5,51441.81,0
514,3253,441,4,11425.23,20
515,3428,28,4,49155.39,5
516,4577,76,1,16606.35,15
517,505,286,2,19334.43,10
518,3423,320,4,36517.36,15
519,427,24,5,70050.66,5
520,3145,35,3,65967.94,5
521,1825,248,1,65400.79,5
522,2166,438,4,32483.13,0
523,2167,497,1,79280.02,20
524,575,102,3,22161.85,0
525,3358,168,4,13020.41,5
526,2230,462,5,64587.84,0
527,2943,347,1,11412.91,5
528,4411,453,1,29717.17,15
529,4900,372,2,19002.37,15
530,1090,382,1,30815.28,0
531,612,226,1,27656.46,15
532,3458,91,4,97728.84,0
533,4246,306,1,40655.33,10
534,4905,492,4,35370.51,5
535,2622,195,3,54799.54,5
536,1407,462,4,51628.29,5
537,1391,330,1,99082.24,10
538,4001,193,4,15547.38,20
539,4560,245,4,99734.85,15
540,4119,392,3,15567.83,0
541,4661,52,1,68755.93,10
542,1985,248,1,2755.6,0
543,4191,389,2,2268.58,15
544,3268,206,3,96668.89,10
545,2526,306,4,9202.88,20
546,1436,187,4,93991.3,5
547,1239,475,2,23738.71,15
548,2506,230,2,25927.48,5
549,3710,101,4,25566.35,10
550,1937,183,4,53241.3,15
551,3011,211,2,17666.54,10
552,2168,12,5,23619.03,0
553,4710,447,4,30685.26,0
554,327,405,1,60102.94,10
555,4269,92,1,44869.76,5
556,1068,451,4,76189.13,15
557,2187,76,3,21080.98,5
558,329,237,1,75306.98,15
559,4213,249,2,75720.98,10
560,1395,29,2,37439.16,5
561,678,487,5,78180.63,0
562,4210,256,4,84060.52,0
563,4741,231,1,61973.45,20
564,552,295,3,55184.77,20
565,2985,312,2,98801.26,10
566,4142,423,3,69336.02,15
567,2408,496,3,69565.15,10
568,4628,30,1,70075.43,5
569,2577,477,4,78188.3,20
570,2020,179,2,32626.28,5
571,3402,492,2,7542.45,5
572,3118,344,3,64740.4,0
573,2967,465,1,5635.56,20
574,2474,457,2,83794.93,10
575,2020,109,3,53709.11,10
576,3581,220,3,47946.09,0
577,943,107,2,93610.14,10
578,4295,257,5,92084.47,5
579,2056,99,2,89558.62,15
580,744,184,2,21354.56,15
581,164,149,2,67186.34,0
582,3913,362,4,72409.38,5
583,3173,58,5,52236.87,20
584,1301,402,2,67866.37,20
585,4428,330,3,67824.7,10
586,4367,316,4,18419.41,20
587,1909,174,3,19811.85,5
588,4341,465,3,20901.91,20
589,3399,443,2,28812.9,15
590,1251,59,4,38520.43,10
591,1758,91,1,7848.72,5
592,1098,12,4,25586.44,15
593,1239,280,5,87703.47,10
594,270,47,2,14335.22,10
595,888,452,5,54908.45,10
596,2199,10,2,90296.4,20
597,3440,450,5,2342.83,5
598,663,290,2,47739.25,15
599,3673,12,2,87471.25,0
600,1690,470,4,10327.79,5
601,1014,438,3,96001.82,0
602,950,48,5,68426.51,10
603,503,452,4,50256.36,15
604,1218,147,3,3470.39,10
605,1668,248,5,39825.85,10
606,2600,375,5,85147.94,10
607,1930,258,2,63863.34,20
608,3144,472,1,79506.51,0
609,1596,400,5,33011.83,0
610,1458,372,4,90459.76,0
611,2718,335,2,89484.39,5
612,628,269,1,55843.29,0
613,3854,123,4,57447.5,5
614,1947,253,3,74041.37,10
615,858,237,4,69312.69,10
616,3142,300,3,52162.35,20
617,4508,314,4,27545.31,20
618,4491,145,1,68451.52,10
619,1669,191,2,10955.91,0
620,4367,234,4,85729.77,5
621,1219,164,3,47040.8,15
622,1915,262,3,63133.46,20
623,149,360,5,73444.59,15
624,433,198,1,16340.11,15
625,3661,460,1,36781.48,15
626,104,65,5,20908.99,20
627,2249,265,5,81555.48,0
628,4387,290,5,77830.29,5
629,2603,370,2,43637.98,15
630,2107,439,2,64045.84,5
631,1414,337,5,47127.95,5
632,2904,130,4,36056.32,20
633,1263,300,4,52093.0,0
634,2536,404,5,59790.82,0
635,2191,499,5,8896.1,15
636,2606,282,5,52304.76,5
637,4438,31,1,2094.83,10
638,4831,226,2,82874.15,20
639,2933,233,3,18472.69,20
640,1716,109,2,58138.69,20
641,2042,166,1,4734.82,20
642,1068,140,3,49881.55,20
643,225,117,3,66188.36,15
644,349,92,5,75250.04,5
645,1359,482,3,56029.05,20
646,1441,163,5,91646.23,10
647,4814,247,3,12357.02,5
648,1636,32,3,26847.96,15
649,849,492,3,84473.12,20
650,2030,1,4,22615.71,15
651,2230,425,4,41680.43,5
652,1034,32,4,65412.67,15
653,2709,222,2,54328.74,10
654,3919,380,1,76170.39,5
655,3478,43,2,55610.62,0
656,273,425,5,79551.11,0
657,4182,94,3,46694.94,10
658,3825,458,2,28990.85,0
659,4734,372,5,3750.67,0
660,2593,297,5,17074.59,20
661,2796,469,3,43691.58,20
662,460,336,2,67576.15,10
663,2374,27,5,68062.98,10
664,3086,480,5,97017.35,5
665,972,224,3,38281.33,0
666,2910,257,5,96840.26,10
667,1299,233,2,27699.55,20
668,4537,303,1,95655.13,10
669,3846,223,1,44365.45,5
670,4760,138,3,46631.94,5
671,4342,174,1,85261.44,0
672,2678,8,4,27167.76,15
673,951,376,2,45056.72,5
674,3363,268,3,38562.38,15
675,4646,314,2,71377.43,15
676,3214,422,4,76310.15,15
677,4188,120,4,55755.25,0
678,2302,223,4,40520.59,15
679,2672,256,2,43860.91,20
680,154,49,4,76095.08,15
681,2333,495,1,75292.72,0
682,4446,449,5,75343.81,0
683,4076,74,5,41338.8,20
684,870,317,5,52623.39,5
685,3266,414,5,53425.68,10
686,3338,357,1,27998.51,0
687,3361,293,4,4054.78,0
688,4832,2,5,41907.2,10
689,4832,263,3,88253.68,0
690,4384,38,1,62157.1,20
691,4391,160,4,39687.19,20
692,610,125,4,15238.35,15
693,3481,1,1,38102.85,20
694,1663,70,1,87399.29,20
695,2456,75,2,62510.62,5
696,4070,203,3,96457.06,5
697,869,70,3,18579.41,0
698,3911,273,3,27104.18,20
699,3630,220,1,74128.54,20
700,4980,269,3,9423.31,5
701,3184,487,5,90412.17,10
702,4698,179,3,23409.47,10
703,2066,27,5,24762.53,10
704,2982,246,4,92295.87,5
705,4301,84,4,35927.86,15
706,1707,209,5,33708.54,20
707,1597,165,4,34074.07,10
708,2489,42,1,49966.83,0
709,4840,247,5,47005.66,0
710,3689,172,2,49342.15,10
711,2898,264,4,37766.25,5
712,3580,359,2,2357.4,15
713,2321,277,1,15995.82,5
714,962,397,3,46795.89,0
715,3147,79,3,7306.34,5
716,2752,489,3,16052.82,20
717,4875,389,4,31235.97,15
718,4500,82,4,37482.83,10
719,4620,353,5,21181.38,5
720,3329,58,2,35056.92,5
721,4784,89,4,77677.3,10
722,2469,420,3,66632.16,20
723,4564,298,2,5457.42,15
724,1832,63,1,95658.38,0
725,1876,433,2,12868.98,20
726,3964,324,3,33659.61,15
727,1369,477,3,94063.56,20
728,2691,375,3,88570.59,15
729,2067,308,2,77182.12,0
730,4514,292,1,86431.39,15
731,331,362,3,4321.95,10
732,851,241,5,93631.79,20
733,3767,195,1,2361.26,20
734,2531,277,1,9253.63,20
735,303,20,3,37486.58,15
736,861,90,3,94351.35,10
737,1823,61,2,4500.35,20
738,1231,256,4,32201.2,5
739,3078,48,2,82477.26,20
740,3211,236,2,55191.2,10
741,2154,52,2,58018.9,0
742,926,8,4,12112.87,0
743,1923,314,5,94341.19,5
744,1906,181,4,53993.61,0
745,930,71,4,72065.51,15
746,3160,449,2,3689.24,10
747,2344,274,1,35924.76,15
748,4748,499,5,11965.22,15
749,961,324,1,36868.94,5
750,4651,450,1,75128.41,10
751,3880,267,1,16350.54,0
752,4890,301,4,62365.29,10
753,252,74,4,646.88,5
754,393,485,3,15835.9,20
755,1688,135,5,83394.91,0
756,4309,257,3,81296.73,0
757,1889,222,2,76761.82,10
758,4141,10,3,5801.72,20
759,1888,99,3,35736.3,20
760,2745,337,3,33623.07,0
761,851,334,5,88637.51,15
762,1832,306,5,1624.16,0
763,4711,372,2,88558.12,10
764,2580,338,3,66936.04,10
765,144,139,3,78212.89,0
766,4471,263,4,73973.94,10
767,1929,204,3,30966.05,10
768,4154,446,2,28062.32,5
769,1611,17,1,35009.11,5
770,1633,232,3,50918.2,15
771,2124,120,4,31150.3,0
772,2872,298,5,93847.69,5
773,941,106,4,5369.39,15
774,1725,495,2,82295.48,15
775,2277,477,3,15546.72,20
776,1630,400,1,76384.34,10
777,2800,111,5,36339.81,20
778,2444,8,5,31609.08,20
779,4701,394,3,86610.42,0
780,2667,450,1,10277.35,10
781,4012,19,5,66125.21,10
782,3318,261,2,20428.4,0
783,2669,63,4,75087.07,10
784,17,271,5,37537.8,10
785,2434,170,4,27612.11,0
786,2998,421,4,4704.33,5
787,2042,39,4,67216.62,0
788,4710,489,4,17145.85,15
789,2173,216,4,53744.47,0
790,435,98,5,39731.01,20
791,1870,121,2,60320.03,0
792,3471,123,2,63093.51,10
793,1983,280,1,66803.48,5
794,172,115,5,73341.15,0
795,4802,480,5,77202.21,0
796,1634,63,1,31766.9,10
797,2369,61,3,68735.6,5
798,4852,64,3,64954.32,0
799,3044,294,1,12027.02,10
800,2716,223,3,21600.61,0
801,3255,309,4,89656.37,0
802,4597,395,2,58725.34,10
803,79,268,4,397.63,10
804,4158,459,4,95157.18,0
805,4492,456,2,89103.88,10
806,4898,68,4,67670.75,0
807,3712,98,4,88222.66,10
808,3517,92,3,73551.53,0
809,1677,481,4,97769.29,20
810,3691,71,1,86803.82,5
811,382,360,5,12471.85,5
812,3301,2,3,17792.49,10
813,3356,35,1,15408.22,0
814,407,343,3,28944.14,15
815,590,176,3,31020.51,10
816,4523,49,5,86243.18,0
817,762,103,2,61935.45,0
818,4042,78,3,44546.71,5
819,2925,476,4,87097.01,20
820,977,377,4,50731.91,0
821,4915,171,2,68969.74,10
822,1458,355,4,51407.33,10
823,2051,227,1,29722.02,0
824,2585,6,4,8035.36,0
825,195,489,1,80067.66,10
826,1228,363,3,46966.04,10
827,3973,136,4,3131.12,20
828,2508,499,3,8978.35,20
829,2562,152,2,5850.73,15
830,4144,447,1,78236.86,10
831,2391,299,3,77291.1,10
832,4692,268,5,42065.97,20
833,1510,485,3,91609.76,5
834,4151,30,4,40216.24,10
835,955,354,2,17102.43,0
836,485,49,1,67344.21,0
837,446,498,3,31691.03,10
838,3673,379,1,54586.84,0
839,2933,20,2,42690.4,20
840,137,407,3,3298.96,0
841,555,384,5,69614.85,0
842,1292,346,1,53815.33,5
843,1972,309,5,41686.18,0
844,2991,480,4,77736.93,10
845,4293,60,2,8645.35,0
846,3442,393,3,48560.52,15
847,4298,467,3,52690.08,5
848,1839,488,3,98117.6,5
849,186,31,1,57220.28,15
850,831,33,2,37017.57,20
851,2598,83,5,84576.45,20
852,754,91,4,62658.49,15
853,4320,165,3,92663.64,15
854,2648,330,5,56631.78,5
855,3901,61,1,11699.65,10
856,2611,84,3,49581.91,10
857,1291,456,5,40848.15,5
858,425,22,4,49145.44,15
859,4556,307,1,15712.91,20
860,938,193,5,54845.23,10
861,4713,302,1,19514.6,10
862,2544,477,2,57010.44,5
863,1413,273,3,2285.87,5
864,2370,144,1,3085.97,15
865,1290,94,3,26961.28,5
866,4235,32,3,34485.43,15
867,1011,327,3,64054.7,15
868,422,237,5,3623.45,10
869,2440,34,3,3591.35,20
870,2499,492,3,4749.55,5
871,2899,95,5,64148.35,5
872,571,66,2,15687.45,10
873,4059,91,5,7034.85,10
874,2178,487,3,60021.48,15
875,507,54,1,50280.55,15
876,3701,424,5,23455.15,10
877,1076,473,1,65393.54,20
878,4324,64,2,89498.65,10
879,3127,314,4,15573.4,5
880,2795,245,3,56317.3,15
881,4309,83,4,71078.92,20
882,2002,106,5,42766.29,5
883,4224,62,4,25714.21,20
